_index_water,_type_water,_id_water,_score_water,_source.Data.applicationType,_source.Data.applicationNo,_source.Data.oldConnectionNo,_source.Data.proposedPipeSize,_source.Data.pipeSize,_source.Data.connectionType,_source.Data.applicationStatus,_source.Data.roadCuttingArea,_source.Data.rainWaterHarvesting,_source.Data.id,_source.Data.dateEffectiveFrom,_source.Data.propertyId,_source.Data.connectionNo,_source.Data.proposedTaps,_source.Data.noOfTaps,_source.Data.workflow.action,_source.Data.waterSource,_source.Data.connectionCategory,_source.Data.connectionHolders.0.ownerType,_source.Data.connectionHolders.0.gender,_source.Data.connectionHolders.0.mobileNumber,_source.Data.connectionHolders.0.emailId,_source.Data.connectionHolders.0.locale,_source.Data.connectionHolders.0.type,_source.Data.connectionHolders.0.uuid,_source.Data.connectionHolders.0.isPrimaryOwner,_source.Data.connectionHolders.0.correspondenceAddress,_source.Data.connectionHolders.0.ownerShipPercentage,_source.Data.connectionHolders.0.permanentAddress,_source.Data.connectionHolders.0.pan,_source.Data.connectionHolders.0.relationship,_source.Data.connectionHolders.0.accountLocked,_source.Data.connectionHolders.0.institutionId,_source.Data.connectionHolders.0.lastModifiedDate,_source.Data.connectionHolders.0.lastModifiedBy,_source.Data.connectionHolders.0.fatherOrHusbandName,_source.Data.connectionHolders.0.active,_source.Data.connectionHolders.0.userName,_source.Data.connectionHolders.0.aadhaarNumber,_source.Data.connectionHolders.0.createdBy,_source.Data.connectionHolders.0.dob,_source.Data.connectionHolders.0.name,_source.Data.connectionHolders.0.permanentCity,_source.Data.connectionHolders.0.status,_source.Data.additionalDetails.adhocPenaltyComment,_source.Data.additionalDetails.adhocPenaltyReason,_source.Data.additionalDetails.adhocRebateReason,_source.Data.additionalDetails.estimationLetterDate,_source.Data.additionalDetails.adhocRebate,_source.Data.additionalDetails.detailsProvidedBy,_source.Data.additionalDetails.locality,_source.Data.additionalDetails.estimationFileStoreId,_source.Data.additionalDetails.sanctionFileStoreId,_source.Data.additionalDetails.adhocRebateComment,_source.Data.additionalDetails.adhocPenalty,_source.Data.additionalDetails.appCreatedDate,_source.Data.additionalDetails.initialMeterReading,_source.Data.roadType,_source.Data.connectionExecutionDate,_source.Data.meterInstallationDate,_source.Data.meterId,_source.Data.tenantId,_source.Data.status,_source.Data.plumberInfo.0.licenseNo,_source.Data.plumberInfo.0.mobileNumber,_source.Data.plumberInfo.0.auditDetails.lastModifiedTime,_source.Data.plumberInfo.0.auditDetails.lastModifiedBy,_source.Data.plumberInfo.0.name,_source.Data.plumberInfo.0.id,_source.Data.workflow.assignes.0,_source.Data.roadCuttingInfo.0.roadType,_source.Data.roadCuttingInfo.0.roadCuttingArea,_source.Data.roadCuttingInfo.0.auditDetails.lastModifiedTime,_source.Data.roadCuttingInfo.0.auditDetails.createdBy,_source.Data.roadCuttingInfo.0.auditDetails.lastModifiedBy,_source.Data.roadCuttingInfo.0.auditDetails.createdTime,_source.Data.roadCuttingInfo.0.id,_source.Data.roadCuttingInfo.0.status,_source.Data.roadCuttingInfo.1.roadType,_source.Data.roadCuttingInfo.1.roadCuttingArea,_source.Data.roadCuttingInfo.1.auditDetails.lastModifiedTime,_source.Data.roadCuttingInfo.1.auditDetails.createdBy,_source.Data.roadCuttingInfo.1.auditDetails.lastModifiedBy,_source.Data.roadCuttingInfo.1.auditDetails.createdTime,_source.Data.roadCuttingInfo.1.id,_source.Data.roadCuttingInfo.1.status,_source.Data.roadCuttingInfo.2.roadType,_source.Data.roadCuttingInfo.2.roadCuttingArea,_source.Data.roadCuttingInfo.2.auditDetails.lastModifiedTime,_source.Data.roadCuttingInfo.2.auditDetails.createdBy,_source.Data.roadCuttingInfo.2.auditDetails.lastModifiedBy,_source.Data.roadCuttingInfo.2.auditDetails.createdTime,_source.Data.roadCuttingInfo.2.id,_source.Data.roadCuttingInfo.2.status,_source.Data.roadCuttingInfo.3.roadType,_source.Data.roadCuttingInfo.3.roadCuttingArea,_source.Data.roadCuttingInfo.3.auditDetails.lastModifiedTime,_source.Data.roadCuttingInfo.3.auditDetails.createdBy,_source.Data.roadCuttingInfo.3.auditDetails.lastModifiedBy,_source.Data.roadCuttingInfo.3.auditDetails.createdTime,_source.Data.roadCuttingInfo.3.id,_source.Data.roadCuttingInfo.3.status,_index_meter,_type_meter,_id_meter,_score_meter,_source.Data.meterStatus,_source.Data.currentReadingDate,_source.Data.currentReading,_source.Data.lastReading,_source.Data.billingPeriod,_source.Data.lastReadingDate
water-services,general,61dd52de-7d99-491c-9134-5a544b14e1e6pg.citya,1,NEW_WATER_CONNECTION,WS_AP/1013/2021-22/000419,,0.25,0.5,Metered,CONNECTION_ACTIVATED,0.0,,61dd52de-7d99-491c-9134-5a544b14e1e6,0.0,PG-PT-2021-05-20-005764,WS/1013/2021-22/000144,5,5.0,ACTIVATE_CONNECTION,GROUND.HANDPUMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627893053086.0,,Self,JLC647,dbb525e6-7c8f-41c7-bc36-f430ef35ebd9,689305ae-0c88-4363-aea0-f1df9e173495,,,1627892922322.0,45.0,,1622572199000.0,1622572199000.0,44,pg.citya,Active,,,,,,,,BMPREMIXROAD,3333.0,1627893079829.0,,ce34f8d6-ccad-4811-afcb-99001910405a,,133338d2-0cec-4736-b9bc-bbae1036d106,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,meter-services,general,a2e3aecd-7275-4aa6-955b-fd0d6450f56fWS/1013/2021-22/000144,1,Working,1627756199000,1000.0,568.0,30/06/2021 - 31/07/2021,1625077799000
water-services,general,61dd52de-7d99-491c-9134-5a544b14e1e6pg.citya,1,NEW_WATER_CONNECTION,WS_AP/1013/2021-22/000419,,0.25,0.5,Metered,CONNECTION_ACTIVATED,0.0,,61dd52de-7d99-491c-9134-5a544b14e1e6,0.0,PG-PT-2021-05-20-005764,WS/1013/2021-22/000144,5,5.0,ACTIVATE_CONNECTION,GROUND.HANDPUMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627893053086.0,,Self,JLC647,dbb525e6-7c8f-41c7-bc36-f430ef35ebd9,689305ae-0c88-4363-aea0-f1df9e173495,,,1627892922322.0,45.0,,1622572199000.0,1622572199000.0,44,pg.citya,Active,,,,,,,,BMPREMIXROAD,3333.0,1627893079829.0,,ce34f8d6-ccad-4811-afcb-99001910405a,,133338d2-0cec-4736-b9bc-bbae1036d106,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,meter-services,general,f4aa0019-fae4-40dd-9e72-5290e7d6d98bWS/1013/2021-22/000144,1,Working,1625077799000,568.0,45.0,01/06/2021 - 30/06/2021,1622572199000
water-services,general,61dd52de-7d99-491c-9134-5a544b14e1e6pg.citya,1,NEW_WATER_CONNECTION,WS_AP/1013/2021-22/000419,,0.25,0.5,Metered,CONNECTION_ACTIVATED,0.0,,61dd52de-7d99-491c-9134-5a544b14e1e6,0.0,PG-PT-2021-05-20-005764,WS/1013/2021-22/000144,5,5.0,ACTIVATE_CONNECTION,GROUND.HANDPUMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627893053086.0,,Self,JLC647,dbb525e6-7c8f-41c7-bc36-f430ef35ebd9,689305ae-0c88-4363-aea0-f1df9e173495,,,1627892922322.0,45.0,,1622572199000.0,1622572199000.0,44,pg.citya,Active,,,,,,,,BMPREMIXROAD,3333.0,1627893079829.0,,ce34f8d6-ccad-4811-afcb-99001910405a,,133338d2-0cec-4736-b9bc-bbae1036d106,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,meter-services,general,71c4d149-1e07-427d-9a50-ae1ef93e84cbWS/1013/2021-22/000144,1,Working,1622572199000,45.0,45.0,01/06/2021 - 01/06/2021,1622572199000
water-services,general,61dd52de-7d99-491c-9134-5a544b14e1e6pg.citya,1,NEW_WATER_CONNECTION,WS_AP/1013/2021-22/000419,,0.25,0.5,Metered,CONNECTION_ACTIVATED,0.0,,61dd52de-7d99-491c-9134-5a544b14e1e6,0.0,PG-PT-2021-05-20-005764,WS/1013/2021-22/000144,5,5.0,ACTIVATE_CONNECTION,GROUND.HANDPUMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627893053086.0,,Self,JLC647,dbb525e6-7c8f-41c7-bc36-f430ef35ebd9,689305ae-0c88-4363-aea0-f1df9e173495,,,1627892922322.0,45.0,,1622572199000.0,1622572199000.0,44,pg.citya,Active,,,,,,,,BMPREMIXROAD,3333.0,1627893079829.0,,ce34f8d6-ccad-4811-afcb-99001910405a,,133338d2-0cec-4736-b9bc-bbae1036d106,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,meter-services,general,367e7b6e-6054-4cc3-94a2-99b1d15706eeWS/1013/2021-22/000144,1,Working,1627971938176,1700.0,1568.0,02/08/2021 - 03/08/2021,1627928999000
water-services,general,61dd52de-7d99-491c-9134-5a544b14e1e6pg.citya,1,NEW_WATER_CONNECTION,WS_AP/1013/2021-22/000419,,0.25,0.5,Metered,CONNECTION_ACTIVATED,0.0,,61dd52de-7d99-491c-9134-5a544b14e1e6,0.0,PG-PT-2021-05-20-005764,WS/1013/2021-22/000144,5,5.0,ACTIVATE_CONNECTION,GROUND.HANDPUMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627893053086.0,,Self,JLC647,dbb525e6-7c8f-41c7-bc36-f430ef35ebd9,689305ae-0c88-4363-aea0-f1df9e173495,,,1627892922322.0,45.0,,1622572199000.0,1622572199000.0,44,pg.citya,Active,,,,,,,,BMPREMIXROAD,3333.0,1627893079829.0,,ce34f8d6-ccad-4811-afcb-99001910405a,,133338d2-0cec-4736-b9bc-bbae1036d106,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,meter-services,general,caf2acf5-00f9-4b97-8a57-f4b7b6651dc2WS/1013/2021-22/000144,1,Working,1627928999000,1568.0,1000.0,31/07/2021 - 02/08/2021,1627756199000
water-services,general,c56b9a86-73d8-4fab-b8e8-1ebebae7d50cpg.citya,1,NEW_WATER_CONNECTION,WS_AP/1013/2021-22/000445,,0.75,0.75,Metered,CONNECTION_ACTIVATED,0.0,,c56b9a86-73d8-4fab-b8e8-1ebebae7d50c,0.0,PG-PT-2021-05-20-005749,WS/1013/2021-22/000159,2,2.0,ACTIVATE_CONNECTION,GROUND.BOREWELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632887430332.0,,ULB,JLC647,6042e40d-5bde-4faf-9dd1-8810074db3d7,7bc81b33-9343-4166-b8eb-7d2664e47dad,,,1632887250476.0,123456.0,,1630520999000.0,1630520999000.0,3344,pg.citya,Active,2344,9111111111,1632887456117.0,d98a98fc-30bd-40a0-a667-87751f105886,slfkjddsf,274ca941-c984-44b9-9221-591bf8736773,,BERMCUTTINGKATCHA,1200.0,1632887456117.0,,d98a98fc-30bd-40a0-a667-87751f105886,,358dc63f-243a-462f-bb85-c8c013f747cc,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,meter-services,general,dfb0cf55-2944-4d6c-95e8-39084be9bcebWS/1013/2021-22/000159,1,Working,1632887513098,125000.0,123456.0,01/09/2021 - 29/09/2021,1630520999000
water-services,general,c56b9a86-73d8-4fab-b8e8-1ebebae7d50cpg.citya,1,NEW_WATER_CONNECTION,WS_AP/1013/2021-22/000445,,0.75,0.75,Metered,CONNECTION_ACTIVATED,0.0,,c56b9a86-73d8-4fab-b8e8-1ebebae7d50c,0.0,PG-PT-2021-05-20-005749,WS/1013/2021-22/000159,2,2.0,ACTIVATE_CONNECTION,GROUND.BOREWELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632887430332.0,,ULB,JLC647,6042e40d-5bde-4faf-9dd1-8810074db3d7,7bc81b33-9343-4166-b8eb-7d2664e47dad,,,1632887250476.0,123456.0,,1630520999000.0,1630520999000.0,3344,pg.citya,Active,2344,9111111111,1632887456117.0,d98a98fc-30bd-40a0-a667-87751f105886,slfkjddsf,274ca941-c984-44b9-9221-591bf8736773,,BERMCUTTINGKATCHA,1200.0,1632887456117.0,,d98a98fc-30bd-40a0-a667-87751f105886,,358dc63f-243a-462f-bb85-c8c013f747cc,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,meter-services,general,ab1b2464-0bf0-43f0-9b9d-4bfe48fd63beWS/1013/2021-22/000159,1,Working,1630520999000,123456.0,123456.0,01/09/2021 - 01/09/2021,1630520999000
water-services,general,747d9b92-8a6c-45f3-9c91-b13fdfb9c5afpg.citya,1,NEW_WATER_CONNECTION,WS_AP/1013/2021-22/000442,,0.75,0.75,Metered,CONNECTION_ACTIVATED,0.0,,747d9b92-8a6c-45f3-9c91-b13fdfb9c5af,0.0,PG-PT-2021-05-20-005749,WS/1013/2021-22/000156,2,2.0,ACTIVATE_CONNECTION,GROUND.BOREWELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632867763903.0,,ULB,JLC647,18bc8f35-6bae-4307-aab6-64aec316f94d,a0137772-f506-4d95-8630-5802008bf15f,,,1632867608237.0,123456.0,,1630520999000.0,1630520999000.0,3322,pg.citya,Active,2222,9111111111,1632867796044.0,d98a98fc-30bd-40a0-a667-87751f105886,dasdfasdf,8e779f97-e2ac-43f8-854d-f4162a5da409,,BERMCUTTINGKATCHA,1200.0,1632867796044.0,,d98a98fc-30bd-40a0-a667-87751f105886,,04d4bd62-14e2-4b4c-85de-2444f0a05a05,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,meter-services,general,47eb872a-f5ee-4054-9595-b054764ac7f5WS/1013/2021-22/000156,1,Working,1632867860973,130000.0,123456.0,01/09/2021 - 29/09/2021,1630520999000
water-services,general,747d9b92-8a6c-45f3-9c91-b13fdfb9c5afpg.citya,1,NEW_WATER_CONNECTION,WS_AP/1013/2021-22/000442,,0.75,0.75,Metered,CONNECTION_ACTIVATED,0.0,,747d9b92-8a6c-45f3-9c91-b13fdfb9c5af,0.0,PG-PT-2021-05-20-005749,WS/1013/2021-22/000156,2,2.0,ACTIVATE_CONNECTION,GROUND.BOREWELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632867763903.0,,ULB,JLC647,18bc8f35-6bae-4307-aab6-64aec316f94d,a0137772-f506-4d95-8630-5802008bf15f,,,1632867608237.0,123456.0,,1630520999000.0,1630520999000.0,3322,pg.citya,Active,2222,9111111111,1632867796044.0,d98a98fc-30bd-40a0-a667-87751f105886,dasdfasdf,8e779f97-e2ac-43f8-854d-f4162a5da409,,BERMCUTTINGKATCHA,1200.0,1632867796044.0,,d98a98fc-30bd-40a0-a667-87751f105886,,04d4bd62-14e2-4b4c-85de-2444f0a05a05,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,meter-services,general,57a73976-7d87-417e-ac2c-df44736bcacdWS/1013/2021-22/000156,1,Working,1630520999000,123456.0,123456.0,01/09/2021 - 01/09/2021,1630520999000
water-services,general,0fd0b579-14ec-4de9-bc0e-93a22cbdefb7pg.citya,1,NEW_WATER_CONNECTION,WS_AP/1013/2021-22/000446,,0.75,0.75,Metered,CONNECTION_ACTIVATED,0.0,,0fd0b579-14ec-4de9-bc0e-93a22cbdefb7,0.0,PG-PT-2021-05-20-005749,WS/1013/2021-22/000160,2,2.0,ACTIVATE_CONNECTION,GROUND.BOREWELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632887667715.0,,ULB,JLC647,09fdc2e0-1253-4779-ad11-0279723da564,163198fd-2563-4f58-a25d-b5dea8907881,,,1632887538298.0,123456.0,,1630520999000.0,1630520999000.0,3344,pg.citya,Active,324234,9111111111,1632887695911.0,d98a98fc-30bd-40a0-a667-87751f105886,slkfsdf,c7e18f75-65c3-477a-aecf-ed6243058110,,BERMCUTTINGKATCHA,1200.0,1632887695911.0,,d98a98fc-30bd-40a0-a667-87751f105886,,8240575b-dd41-4f79-8997-90c344295c35,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,meter-services,general,6b63ad4b-e9e2-429e-a08c-39757604daaaWS/1013/2021-22/000160,1,Working,1632887722368,124000.0,123456.0,01/09/2021 - 29/09/2021,1630520999000
water-services,general,0fd0b579-14ec-4de9-bc0e-93a22cbdefb7pg.citya,1,NEW_WATER_CONNECTION,WS_AP/1013/2021-22/000446,,0.75,0.75,Metered,CONNECTION_ACTIVATED,0.0,,0fd0b579-14ec-4de9-bc0e-93a22cbdefb7,0.0,PG-PT-2021-05-20-005749,WS/1013/2021-22/000160,2,2.0,ACTIVATE_CONNECTION,GROUND.BOREWELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632887667715.0,,ULB,JLC647,09fdc2e0-1253-4779-ad11-0279723da564,163198fd-2563-4f58-a25d-b5dea8907881,,,1632887538298.0,123456.0,,1630520999000.0,1630520999000.0,3344,pg.citya,Active,324234,9111111111,1632887695911.0,d98a98fc-30bd-40a0-a667-87751f105886,slkfsdf,c7e18f75-65c3-477a-aecf-ed6243058110,,BERMCUTTINGKATCHA,1200.0,1632887695911.0,,d98a98fc-30bd-40a0-a667-87751f105886,,8240575b-dd41-4f79-8997-90c344295c35,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,meter-services,general,6155fc23-216e-467b-8b25-98f2322794a9WS/1013/2021-22/000160,1,Working,1630520999000,123456.0,123456.0,01/09/2021 - 01/09/2021,1630520999000
water-services,general,a6784490-cc13-4a55-924c-dfc659e6181apg.citya,1,NEW_WATER_CONNECTION,WS_AP/1013/2021-22/000450,,0.75,0.75,Metered,CONNECTION_ACTIVATED,0.0,,a6784490-cc13-4a55-924c-dfc659e6181a,0.0,PG-PT-2021-05-20-005749,WS/1013/2021-22/000164,2,2.0,ACTIVATE_CONNECTION,GROUND.BOREWELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632888684045.0,,ULB,JLC647,34a175bd-2f70-4f28-8f20-7cbc1d47e252,5ca47f81-23e0-47e6-ac7c-7e7019565711,,,1632888538547.0,123456.0,,1630520999000.0,1630520999000.0,3344,pg.citya,Active,3454,9111111111,1632888724974.0,d98a98fc-30bd-40a0-a667-87751f105886,dsfds,e5516bcc-8e2f-40e5-b677-0d06935bbb66,,BERMCUTTINGKATCHA,1200.0,1632888724974.0,,d98a98fc-30bd-40a0-a667-87751f105886,,18d87d59-704c-4f11-8737-e81436cfb73e,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,meter-services,general,fd34423b-ada7-42ce-a3c8-1c0cf2d40f43WS/1013/2021-22/000164,1,Working,1630520999000,123456.0,123456.0,01/09/2021 - 01/09/2021,1630520999000
water-services,general,a6784490-cc13-4a55-924c-dfc659e6181apg.citya,1,NEW_WATER_CONNECTION,WS_AP/1013/2021-22/000450,,0.75,0.75,Metered,CONNECTION_ACTIVATED,0.0,,a6784490-cc13-4a55-924c-dfc659e6181a,0.0,PG-PT-2021-05-20-005749,WS/1013/2021-22/000164,2,2.0,ACTIVATE_CONNECTION,GROUND.BOREWELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632888684045.0,,ULB,JLC647,34a175bd-2f70-4f28-8f20-7cbc1d47e252,5ca47f81-23e0-47e6-ac7c-7e7019565711,,,1632888538547.0,123456.0,,1630520999000.0,1630520999000.0,3344,pg.citya,Active,3454,9111111111,1632888724974.0,d98a98fc-30bd-40a0-a667-87751f105886,dsfds,e5516bcc-8e2f-40e5-b677-0d06935bbb66,,BERMCUTTINGKATCHA,1200.0,1632888724974.0,,d98a98fc-30bd-40a0-a667-87751f105886,,18d87d59-704c-4f11-8737-e81436cfb73e,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,meter-services,general,ffebf1d0-bcb1-421d-80f5-60f2ecde65acWS/1013/2021-22/000164,1,Working,1632888751911,124000.0,123456.0,01/09/2021 - 29/09/2021,1630520999000
water-services,general,5e7cd0ec-3a34-4324-99d8-47bc84ebe394pg.citya,1,NEW_WATER_CONNECTION,WS_AP/1013/2021-22/000455,,0.75,0.75,Metered,CONNECTION_ACTIVATED,0.0,,5e7cd0ec-3a34-4324-99d8-47bc84ebe394,0.0,PG-PT-2021-05-20-005749,WS/1013/2021-22/000169,2,2.0,ACTIVATE_CONNECTION,GROUND.BOREWELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632890059484.0,,ULB,JLC647,222957c6-302b-4ebb-9930-024920176400,ee4d10b7-6bdc-4acb-b342-d545bc09ed3c,,,1632889957712.0,123456.0,,1630520999000.0,1630520999000.0,3344,pg.citya,Active,1234,9111111111,1632890077460.0,d98a98fc-30bd-40a0-a667-87751f105886,dsfdsfa,5128f0cd-d55a-4cd8-a921-53e2c48687ef,,BERMCUTTINGKATCHA,1200.0,1632890077460.0,,d98a98fc-30bd-40a0-a667-87751f105886,,11f52568-8a92-4f09-8abb-5e0dd2819e66,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,meter-services,general,0b8a57b1-f7a7-43b5-a8e0-0ed996cc707bWS/1013/2021-22/000169,1,Working,1632890094887,124000.0,123456.0,01/09/2021 - 29/09/2021,1630520999000
water-services,general,5e7cd0ec-3a34-4324-99d8-47bc84ebe394pg.citya,1,NEW_WATER_CONNECTION,WS_AP/1013/2021-22/000455,,0.75,0.75,Metered,CONNECTION_ACTIVATED,0.0,,5e7cd0ec-3a34-4324-99d8-47bc84ebe394,0.0,PG-PT-2021-05-20-005749,WS/1013/2021-22/000169,2,2.0,ACTIVATE_CONNECTION,GROUND.BOREWELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632890059484.0,,ULB,JLC647,222957c6-302b-4ebb-9930-024920176400,ee4d10b7-6bdc-4acb-b342-d545bc09ed3c,,,1632889957712.0,123456.0,,1630520999000.0,1630520999000.0,3344,pg.citya,Active,1234,9111111111,1632890077460.0,d98a98fc-30bd-40a0-a667-87751f105886,dsfdsfa,5128f0cd-d55a-4cd8-a921-53e2c48687ef,,BERMCUTTINGKATCHA,1200.0,1632890077460.0,,d98a98fc-30bd-40a0-a667-87751f105886,,11f52568-8a92-4f09-8abb-5e0dd2819e66,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,meter-services,general,cf4929de-6de1-479c-9207-f92400970408WS/1013/2021-22/000169,1,Working,1630520999000,123456.0,123456.0,01/09/2021 - 01/09/2021,1630520999000
water-services,general,8f0dbdd1-1aa5-4ce5-a424-097f6bfe6042pg.citya,1,NEW_WATER_CONNECTION,WS_AP/1013/2021-22/000471,,0.75,0.75,Metered,CONNECTION_ACTIVATED,0.0,,8f0dbdd1-1aa5-4ce5-a424-097f6bfe6042,0.0,PG-PT-2021-05-20-005749,WS/1013/2021-22/000180,2,2.0,ACTIVATE_CONNECTION,GROUND.BOREWELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632999487591.0,,ULB,JLC647,98cd4ae6-05ac-41d2-89b9-5ea9b1f10bff,6aba3273-e918-446d-8716-90c06b9646b0,,,1632999371449.0,123456.0,,1630520999000.0,1630520999000.0,3344,pg.citya,Active,3432,9111111111,1632999507482.0,d98a98fc-30bd-40a0-a667-87751f105886,cvczvcx,95fc623a-1766-4a7b-bc0c-5e96d92c80b9,,BERMCUTTINGKATCHA,1200.0,1632999507482.0,,d98a98fc-30bd-40a0-a667-87751f105886,,7847fd7a-31fe-4db7-9fc2-8bb6dbba2786,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,meter-services,general,1f402a84-3a66-4de0-bdd2-25377ae95d86WS/1013/2021-22/000180,1,Working,1630520999000,123456.0,123456.0,01/09/2021 - 01/09/2021,1630520999000
water-services,general,8f0dbdd1-1aa5-4ce5-a424-097f6bfe6042pg.citya,1,NEW_WATER_CONNECTION,WS_AP/1013/2021-22/000471,,0.75,0.75,Metered,CONNECTION_ACTIVATED,0.0,,8f0dbdd1-1aa5-4ce5-a424-097f6bfe6042,0.0,PG-PT-2021-05-20-005749,WS/1013/2021-22/000180,2,2.0,ACTIVATE_CONNECTION,GROUND.BOREWELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632999487591.0,,ULB,JLC647,98cd4ae6-05ac-41d2-89b9-5ea9b1f10bff,6aba3273-e918-446d-8716-90c06b9646b0,,,1632999371449.0,123456.0,,1630520999000.0,1630520999000.0,3344,pg.citya,Active,3432,9111111111,1632999507482.0,d98a98fc-30bd-40a0-a667-87751f105886,cvczvcx,95fc623a-1766-4a7b-bc0c-5e96d92c80b9,,BERMCUTTINGKATCHA,1200.0,1632999507482.0,,d98a98fc-30bd-40a0-a667-87751f105886,,7847fd7a-31fe-4db7-9fc2-8bb6dbba2786,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,meter-services,general,4f464bea-8e76-41cc-85cb-af79b973b2eeWS/1013/2021-22/000180,1,Working,1632999539552,124000.0,123456.0,01/09/2021 - 30/09/2021,1630520999000
water-services,general,a132d4c8-8f36-433c-85c6-b81dda8ad4a0pg.citya,1,NEW_WATER_CONNECTION,WS_AP/1013/2020-21/000240,,0.25,0.5,Metered,CONNECTION_ACTIVATED,20.0,,a132d4c8-8f36-433c-85c6-b81dda8ad4a0,,4597796c-8b6d-470e-878e-67ad4ec74610,WS/1013/2020-21/000079,1,1.0,ACTIVATE_CONNECTION,GROUND.WELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ULB,JLC478,,,,,,0.234,BERMCUTTINGKATCHA,1577903399000.0,1577903399000.0,B33642,pg.citya,Active,2334,9229229292,1609152327924.0,dfcd8175-0c64-4207-b260-210e37e459ec,A Singh,86fdb1da-bc56-4cee-a097-ab7ae13dcd3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meter-services,general,5defe55e-4d24-4b0f-90cd-30ff288655f6WS/1013/2020-21/000079,1,Working,1580581799000,50.0,0.234,01/01/2020 - 01/02/2020,1577903399000
water-services,general,a132d4c8-8f36-433c-85c6-b81dda8ad4a0pg.citya,1,NEW_WATER_CONNECTION,WS_AP/1013/2020-21/000240,,0.25,0.5,Metered,CONNECTION_ACTIVATED,20.0,,a132d4c8-8f36-433c-85c6-b81dda8ad4a0,,4597796c-8b6d-470e-878e-67ad4ec74610,WS/1013/2020-21/000079,1,1.0,ACTIVATE_CONNECTION,GROUND.WELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ULB,JLC478,,,,,,0.234,BERMCUTTINGKATCHA,1577903399000.0,1577903399000.0,B33642,pg.citya,Active,2334,9229229292,1609152327924.0,dfcd8175-0c64-4207-b260-210e37e459ec,A Singh,86fdb1da-bc56-4cee-a097-ab7ae13dcd3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meter-services,general,c6d2cd42-5a13-43fb-89e4-3dcb4c5e200fWS/1013/2020-21/000079,1,Working,1577903399000,0.234,0.234,01/01/2020 - 01/01/2020,1577903399000
water-services,general,4bb926a7-45d6-487b-8bb1-7f349c697c7cpg.citya,1,MODIFY_WATER_CONNECTION,WS_AP/1013/2020-21/000307,,0.25,0.5,Metered,INITIATED,20.0,,4bb926a7-45d6-487b-8bb1-7f349c697c7c,0.0,4597796c-8b6d-470e-878e-67ad4ec74610,WS/1013/2020-21/000079,1,1.0,INITIATE,GROUND.WELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ULB,JLC478,,,,,1615191738684.0,0.234,BERMCUTTINGKATCHA,1577903399000.0,1577903399000.0,B33642,pg.citya,Active,2334,9229229292,,,A Singh,86fdb1da-bc56-4cee-a097-ab7ae13dcd3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meter-services,general,5defe55e-4d24-4b0f-90cd-30ff288655f6WS/1013/2020-21/000079,1,Working,1580581799000,50.0,0.234,01/01/2020 - 01/02/2020,1577903399000
